1875,1984,2132,2203,2247,2322
nan,22.6995,19.1715,20.40,15.5305,17.6115
nan,23.313,19.632,20.40,16.6045,16.3965
nan,20.859,15.7975,20.40,17.791,16.194
nan,21.319,16.7175,17.18,16.7175,15.587
nan,19.3255,18.4045,18.4045,15.684,16.8015
nan,22.086,18.2515,15.644,15.3775,17.409
nan,23.313,19.7855,17.638,19.632,14.3725
nan,18.098,16.5645,16.8715,17.9445,17.409
nan,23.1595,18.865,16.411,16.564,17.004
nan,19.325,17.178,16.5645,19.1715,15.587
nan,20.092,16.718,16.564,16.2575,16.8015
nan,21.0125,18.2515,18.7115,18.2515,17.2065
nan,21.0125,20.092,20.2455,17.9445,14.98
nan,18.865,19.9385,16.718,15.8375,15.789
nan,24.6935,18.7115,19.785,23.3125,17.004
nan,22.8525,15.184,17.1775,22.853,17.409
nan,25.6135,19.7855,14.724,17.9445,17.2065
nan,20.092,20.5525,14.5705,21.9325,16.8015
nan,18.405,20.552,15.951,19.4785,15.9915
nan,25.767,21.4725,17.4845,15.684,14.575
nan,22.086,18.405,15.031,18.865,17.004
nan,27.147,20.7055,17.791,21.0125,15.3845
nan,22.3925,18.865,17.7915,16.451,13.9675
nan,23.773,18.7115,16.564,16.1445,16.194
nan,23.313,19.0185,17.0245,15.8045,15.992
nan,26.227,20.245,20.552,17.331,15.1825
nan,25.46,18.5585,18.098,18.865,14.17
nan,21.4725,19.0185,20.092,17.4845,14.575
nan,21.626,18.405,19.1715,15.184,16.3965
nan,19.4785,19.632,18.405,13.5825,15.182
nan,22.0855,19.325,18.5585,17.3315,13.9675
nan,22.3925,17.945,15.3375,20.092,17.004
nan,18.5585,17.3315,15.951,17.9215,14.98
nan,17.7915,21.166,17.1775,19.0185,14.575
nan,19.785,15.644,26.687,16.353,17.004
nan,19.7855,18.405,20.3985,15.2635,17.2065
nan,19.3255,21.1655,20.552,16.564,17.409
nan,19.7855,19.0185,19.7855,17.0245,14.98
nan,21.626,23.6195,20.552,13.4965,13.765
nan,24.233,19.785,20.5525,15.4905,17.814
nan,18.098,15.951,21.4725,11.6565,15.789
nan,20.399,17.3315,19.939,16.2575,15.9915
nan,20.5525,19.1715,17.485,14.724,14.7775
nan,21.7795,15.491,16.411,15.4905,16.194
nan,20.092,17.331,18.2515,14.8775,16.194
nan,20.399,19.939,19.4785,14.5705,15.1825
nan,22.6995,20.3985,17.7915,15.184,16.8015
nan,19.9385,17.178,16.2575,19.0185,15.3845
nan,17.9445,19.9385,17.7915,21.012,16.3965
nan,20.399,17.638,18.2515,16.5765,14.17
nan,18.098,21.0125,16.1045,17.5365,16.599
nan,20.092,21.472,15.3375,18.035,15.3845
nan,24.6935,16.2575,12.883,17.718,15.992
nan,22.3925,17.638,15.491,16.5305,16.3965
nan,20.2455,15.491,16.2575,16.957,16.8015
nan,18.405,19.1715,18.5585,17.0245,15.587
nan,16.718,22.239,17.331,15.957,14.98
nan,20.2455,20.7055,18.712,16.3035,16.1945
nan,17.178,21.319,16.2575,16.7175,17.6115
nan,19.6315,19.9385,17.178,16.337,17.409
nan,21.319,15.491,18.865,16.7175,16.194
nan,17.9445,16.258,19.172,18.098,16.194
nan,21.319,16.7175,21.7795,17.5645,16.8015
nan,22.546,15.184,15.7975,17.638,15.587
nan,17.4845,20.2455,16.411,21.626,16.3965
nan,21.319,16.411,18.098,14.457,16.194
nan,20.8585,19.785,15.9505,17.7915,18.016
nan,19.632,18.7115,17.0245,13.65,16.8015
nan,20.859,21.626,16.104,12.5765,15.1825
nan,21.319,17.4845,15.951,11.196,13.765
nan,19.018,18.405,18.558,15.9505,17.409
nan,20.552,16.104,16.5645,18.2515,14.17
nan,21.319,20.2455,16.411,17.7915,16.194
nan,21.626,16.7175,17.0245,18.19,16.3965
nan,17.9445,19.1715,16.411,16.411,17.2065
nan,19.4785,18.712,18.5585,15.491,17.409
nan,27.1475,16.871,17.638,18.7115,16.599
nan,22.2395,17.4845,17.331,16.411,15.1825
nan,20.092,16.2575,16.7175,18.7115,19.028
nan,23.773,18.405,21.472,15.951,18.2185
nan,23.313,21.012,22.086,16.871,14.98
nan,22.853,20.859,19.1715,16.718,17.814
nan,20.7055,14.877,21.4725,17.0245,15.1825
nan,19.4785,15.491,23.006,15.491,17.409
nan,17.638,22.0855,18.712,15.9505,16.599
nan,17.9445,14.724,19.0185,15.0305,17.2065
nan,17.4845,19.3255,19.0185,15.491,15.1825
nan,19.0185,18.2515,18.7115,16.5645,15.789
nan,21.6255,19.0185,21.1655,18.098,16.8015
nan,20.092,21.7795,19.785,16.5645,17.6115
nan,19.325,19.1715,23.1595,17.331,17.814
nan,22.086,19.9385,22.853,18.7115,16.3965
nan,23.6195,19.4785,21.0125,15.184,14.3725
nan,19.325,17.0245,20.552,17.945,16.599
nan,22.393,20.7055,18.2515,18.2515,17.6115
nan,18.7115,17.638,20.092,19.4785,16.3965
nan,20.7055,23.313,19.018,14.1105,16.3965
nan,20.552,19.785,17.0245,14.877,14.98
nan,21.626,18.0985,21.0125,17.638,17.004
nan,21.626,17.945,17.331,18.7115,18.421
nan,22.3925,21.1655,15.4905,18.558,14.7775
nan,19.4785,17.4845,17.638,19.6315,15.587
nan,21.319,19.325,19.785,17.7915,15.9915
nan,20.859,21.779,17.945,14.7235,17.6115
nan,23.1595,14.5705,15.644,14.5705,15.9915
nan,17.7915,17.0245,17.1775,15.0305,16.194
nan,22.239,17.0245,15.7975,15.6445,16.8015
nan,15.951,15.4905,14.264,18.405,15.9915
nan,20.859,16.8715,14.417,14.5705,16.8015
nan,18.5585,19.9385,19.172,16.2575,15.587
nan,17.638,17.638,15.0305,18.7115,16.599
nan,21.012,17.638,16.258,18.712,15.385
nan,18.405,20.859,13.4965,16.1045,16.599
nan,18.405,17.7915,15.951,18.098,14.98
nan,19.6315,18.865,18.2515,16.411,15.587
nan,18.7115,16.2575,16.718,15.0305,14.3725
nan,21.319,15.9505,19.1715,17.638,15.587
nan,21.779,16.2575,17.0245,17.4845,18.0165
nan,23.773,14.5705,14.724,14.11,17.409
nan,18.098,19.325,14.8775,16.1045,17.409
nan,17.9445,17.4845,15.184,17.4845,18.2185
nan,21.1655,16.8715,15.0305,17.791,15.587
nan,19.4785,18.2515,16.411,14.4175,15.1825
nan,19.3255,19.325,19.0185,17.9445,16.3965
nan,18.4045,22.6995,18.4045,15.491,14.98
nan,18.558,20.245,18.405,16.1045,14.575
nan,18.7115,19.9385,17.0245,17.331,17.2065
nan,19.172,17.331,14.8775,16.718,15.9915
nan,18.098,14.877,18.865,15.951,17.6115
nan,20.092,16.871,18.558,17.0245,16.3965
nan,19.0185,15.491,22.853,15.7975,15.182
nan,20.3985,15.644,16.2575,15.184,14.98
nan,19.4785,19.325,15.491,16.411,17.409
nan,22.3925,18.2515,14.264,15.491,15.789
nan,19.172,20.859,17.4845,15.3375,16.194
nan,18.4045,17.638,16.871,15.644,17.2065
nan,17.7915,16.411,16.5645,14.5705,17.004
nan,18.098,18.405,22.2395,16.104,14.575
nan,20.8585,15.9505,19.4785,15.3375,15.7895
nan,23.0065,18.7115,19.0185,14.724,15.3845
nan,22.8525,16.7175,18.865,14.1105,15.587
nan,21.7795,16.871,21.319,16.1045,15.789
nan,19.4785,20.859,17.945,17.7915,16.8015
nan,19.4785,15.7975,17.4845,17.0245,17.2065
nan,20.7055,19.0185,16.411,19.632,16.599
nan,20.7055,17.178,19.785,19.018,16.599
nan,19.9385,17.945,17.7915,19.7855,14.98
nan,17.7915,19.4785,19.632,17.0245,15.789
nan,21.626,16.7175,19.3255,15.3375,14.7775
nan,18.865,20.092,20.399,14.5705,18.219
nan,19.325,16.258,19.4785,15.3375,17.409
nan,20.859,18.5585,19.018,17.0245,17.409
nan,19.632,20.7055,17.7915,14.417,17.814
nan,18.865,17.0245,18.865,17.4845,15.587
nan,18.558,17.638,17.4845,16.258,16.599
nan,17.4845,17.0245,20.552,17.0245,17.004
nan,18.0985,17.9445,18.405,16.411,18.0165
nan,22.239,18.865,17.9445,14.264,15.9915
nan,19.4785,20.552,17.945,17.1775,16.194
nan,20.2455,21.7795,14.5705,15.644,15.9915
nan,19.4785,15.184,19.632,17.331,17.004
nan,19.4785,15.9505,20.552,15.7975,17.409
nan,19.325,16.411,16.718,19.325,17.409
nan,19.9385,18.098,17.638,19.0185,18.0165
nan,20.245,16.5645,17.945,19.0185,15.385
nan,19.4785,17.7915,19.4785,15.491,15.385
nan,21.0125,19.9385,16.5645,19.1715,18.219
nan,22.546,19.632,13.19,16.7175,17.2065
nan,20.7055,19.325,15.0305,16.1045,15.9915
nan,19.325,18.098,14.5705,14.8775,15.9915
nan,17.7915,17.178,18.5585,14.1105,15.1825
nan,23.773,18.405,15.491,14.5705,18.421
nan,16.411,16.2575,13.6505,16.2575,15.1825
nan,18.865,18.098,18.4045,15.7975,16.194
nan,17.4845,17.3315,17.178,15.951,17.6115
nan,19.325,18.7115,15.0305,15.951,15.7895
nan,22.086,21.0125,18.865,15.644,15.7895
nan,19.0185,19.3255,16.2575,16.8715,17.409
nan,19.632,21.0125,15.9505,15.6445,16.3965
nan,20.092,15.644,18.7115,15.644,16.3965
nan,18.0985,18.7115,15.184,12.5765,15.385
nan,18.405,17.945,22.546,13.8035,16.599
nan,20.399,16.411,20.552,16.411,15.1825
nan,22.086,19.9385,23.6195,14.5705,15.1825
nan,19.632,21.472,20.2455,15.7975,
nan,18.7115,17.3315,19.1715,15.7975,
nan,23.006,18.2515,18.558,15.6445,
nan,19.785,16.718,20.3985,15.6445,
nan,19.785,19.7855,17.0245,15.184,
nan,19.785,22.239,18.7115,16.2575,
nan,17.331,16.5645,19.4785,15.644,
nan,20.5525,17.945,19.785,17.0245,
nan,20.5525,18.5585,18.405,12.27,
nan,22.0855,19.632,21.0125,15.9505,
nan,18.098,19.018,18.405,15.7975,
nan,18.7115,17.4845,16.1045,15.9505,
nan,22.546,14.8775,18.0985,16.104,
nan,20.399,15.491,17.4845,17.638,
nan,17.7915,14.417,17.178,,
nan,21.012,19.0185,17.9445,,
nan,,21.4725,20.7055,,
nan,,16.2575,18.712,,
nan,,19.4785,18.712,,
nan,,17.485,,,
nan,,16.7175,,,
nan,,14.417,,,
nan,,17.178,,,
nan,,19.0185,,,
